"","study_hours","attendance_pct","previous_gpa","study_group","major","passed"
"71",18.453338814361,94.6632841462269,3.00518379283295,"No","Business",1
"72",18.5748792727474,81.276546032168,2.35984168167905,"Yes","STEM",1
"73",14.4196847034243,58.2676669582725,1.51586472358189,"No","Business",1
"74",12.4874963158104,49.2711379658431,1.61592525094226,"No","Social Science",1
"75",15.5456471954888,70.274137086235,1.88053952860458,"Yes","Arts",1
"76",9.20551520038735,85.3813331900164,3.55071393651922,"Yes","STEM",1
"77",16.7598932855369,98.08698695153,2.72804950144945,"Yes","Business",1
"78",12.111668397843,60.5166180245578,3.19065802420701,"No","Arts",1
"79",16.2067498868025,44.9993262439966,3.01118324653325,"No","Social Science",1
"80",14.4186059373991,88.2294793706387,3.37433077308372,"No","Business",1
"81",17.238375710793,62.5198156572878,2.89587245066524,"Yes","Arts",1
"82",16.6862938886523,58.6582081578672,3.83233531469141,"No","Social Science",1
"83",22.4735389099086,54.098060769029,2.82886269345328,"No","Social Science",1
"84",19.086510583173,71.750895306468,3.51818260602932,"No","Arts",1
"85",6.92624124714466,73.1290656374767,2.87656234725851,"Yes","STEM",1
"86",14.6290954459065,59.9069770751521,3.18770851114638,"No","STEM",1
"87",9.85927672355551,43.6977036576718,3.15072817589414,"Yes","STEM",1
"88",24.0360705162623,91.7551541049033,3.71624418344067,"No","STEM",1
"89",11.9445952045291,49.1012217430398,2.4101944615848,"Yes","Social Science",1
"90",16.8594103693694,48.0716939782724,2.29715480382937,"No","Social Science",1
"91",15.6765563050932,49.1789122624323,3.29425662639973,"No","Social Science",1
"92",15.1039980161082,53.8051778497174,4,"Yes","Business",1
"93",17.1074981687002,53.6162234051153,2.43331633035589,"Yes","Business",1
"94",9.15213205430339,88.036571322009,2.8422769316882,"Yes","Business",1
"95",12.6876129812118,94.7293403604999,2.77751863333853,"Yes","STEM",1
"96",9.44649759826443,64.197685783729,2.77586113022021,"No","Social Science",1
"97",15.5005778990823,59.86217928119,3.88906581101083,"No","STEM",1
"98",18.6901579357292,69.1702059470117,3.00930961321273,"Yes","Business",1
"99",21.7025993031542,95.3372028656304,4,"No","Social Science",1
"100",10.7392721107566,50.9173360653222,2.51383403309455,"Yes","Social Science",1
"101",17.6923201911746,98.0545718269423,2.63861767430736,"No","Business",1
"102",20.1320571821937,73.5696841124445,2.9472153763537,"No","STEM",1
"103",16.1135327829369,81.150741558522,1.83387763111328,"Yes","STEM",1
"104",15.0723359697015,57.3374998243526,3.13903084367458,"No","Business",1
"105",15.7235639792167,97.3661248665303,3.36871229426634,"No","STEM",1
"106",8.62434151033575,93.7930373102427,2.92578427149195,"No","STEM",1
"107",6.81440408684606,92.5552088022232,3.40038907132313,"No","Business",1
"108",11.3917607455701,43.4472592081875,3.34742396971292,"Yes","STEM",1
"109",11.9084193426115,75.3317925753072,2.68002029428516,"Yes","STEM",1
"110",20.1379726137321,93.3886799542233,3.63461308325659,"Yes","Arts",1
"111",12.9406094730755,46.3011568272486,2.42683600431608,"No","Social Science",1
"112",11.6216474045439,77.1175615582615,2.67835513311733,"No","Arts",1
"113",15.2195549774999,86.9593460019678,3.60804180268164,"Yes","STEM",1
"114",17.3820389802169,82.7536793425679,2.54684998318937,"No","STEM",1
"115",19.4385317056252,73.8980573927984,3.32828130503552,"Yes","STEM",1
"116",16.108694300147,99.4526472501457,2.08038581003228,"No","Arts",1
"117",8.87058288229752,92.8258447814733,2.9993392539609,"No","Arts",1
"118",16.5591200634454,80.2037836285308,2.61419626372767,"No","STEM",1
"119",19.4146463780774,65.6806378951296,2.34267761509305,"No","Business",1
"120",10.9984356911638,76.2097267759964,3.90741535170038,"No","Social Science",1
"121",20.5537749226647,76.2941049644724,4,"Yes","Arts",1
"122",17.491029549077,54.9077640427276,2.84203298209095,"No","Business",1
"123",20.6451812294247,86.2663129949942,2.6963720756875,"No","Social Science",1
"124",11.1247307251023,71.4675260987133,3.04106157219219,"No","Social Science",1
"125",19.5276359693385,74.4271509628743,3.92408994284359,"Yes","Arts",1
"126",15.2909708929114,47.1411415422335,3.39110677599829,"No","Business",1
"127",14.1049058717109,53.3845895668492,2.26857807426209,"No","Business",1
"128",9.55494978183003,92.01441754587,1.9601362930739,"Yes","Arts",1
"129",17.1271169231367,82.361369477585,2.61161267104527,"No","STEM",1
"130",11.9841274776755,86.6878449823707,1.92311031539155,"Yes","Business",1
"131",14.8042397582077,81.43373219762,3.63451925768885,"No","STEM",1
"132",14.1998045439911,74.2560655623674,2.53840207149689,"Yes","Social Science",1
"133",12.6840747502793,85.2802305202931,3.65230271813108,"Yes","Business",1
"134",7.89596972978425,85.4903093026951,2.55109892688423,"No","STEM",1
"135",15.7533672515359,73.214218984358,2.48903521862672,"Yes","Social Science",1
"136",15.9614281591241,66.6846373863518,4,"No","STEM",1
"137",17.5899910761282,89.0910890605301,3.91197652471268,"No","STEM",1
"138",17.5310460084656,84.2655424680561,3.4401714788684,"No","Arts",1
"139",13.9006677265926,72.5789127871394,3.36651230383607,"No","Arts",1
"140",14.142167042707,81.8499862542376,2.51349049866892,"No","STEM",1
"141",8.55170885352605,82.8508051345125,3.07038831423527,"No","Arts",1
"142",19.7367180980474,46.0109384171665,2.64706011402292,"No","STEM",1
"143",23.9002738961143,52.3890343261883,2.77946594729942,"No","STEM",1
"144",18.1455091075594,71.6558233741671,1.89699956646056,"No","Social Science",1
"145",13.1204469058387,66.5112816076726,3.6046821400228,"No","Arts",1
"146",10.9931110124277,95.5223899101838,4,"No","Business",1
"147",17.6039400564392,93.4649741183966,3.75255840413642,"No","Arts",1
"148",17.3614079081979,48.2551384111866,3.1481195732722,"No","STEM",1
"149",12.1862234504343,46.2315223645419,3.7853825205654,"Yes","Social Science",1
"150",11.8625195933766,85.4966976260766,3.23975868386265,"Yes","Business",1
"151",24.7611257997101,59.2557065235451,2.53040251719754,"Yes","Social Science",1
"152",25.6376688328111,44.8123425384983,3.78073934222882,"No","Business",1
"153",10.1589068605358,87.0333847217262,3.66571105349066,"No","Social Science",1
"154",17.4022696402431,44.1239491803572,2.90150010221136,"No","Arts",1
"155",14.0002252946193,55.0616288930178,3.11895881365385,"Yes","Social Science",1
"156",10.8173782700593,68.5056952992454,2.93044427163171,"No","Social Science",1
"157",13.1531053699865,85.4860158683732,3.72783969952969,"Yes","STEM",1
"158",24.3096002205984,70.5455816816539,2.9629650738566,"Yes","Social Science",1
"159",11.949208119003,64.0236345026642,3.6770830797918,"Yes","Arts",1
"160",12.9694044213309,81.8158175516874,3.00924636099094,"No","Arts",1
"161",12.7396960030492,94.9785192264244,4,"No","Business",1
"162",16.8699423649437,78.1299210060388,2.43996842829614,"No","Social Science",1
"163",19.862232823593,57.5799143826589,2.17795868688035,"No","Arts",1
"164",12.0690618645086,67.5453707203269,2.31325371964432,"Yes","Arts",1
"165",19.2684454863038,54.6977025968954,3.05727389937555,"No","Business",1
"166",11.9869360248861,83.7999408086762,3.64373838435043,"No","Social Science",1
"167",4.02882129456084,65.7779059698805,3.31760630249074,"Yes","STEM",1
"168",8.4073885412857,96.8466861592606,4,"No","Social Science",1
"169",10.0755878983478,54.3201970448717,3.1642472054495,"No","Social Science",1
"170",16.3679206996114,70.0630291039124,2.82836825664824,"No","Business",1
"171",16.8234580555519,99.5144151011482,3.25708742500216,"No","STEM",1
"172",20.1273612419103,98.0963701289147,2.31959888770972,"No","Arts",1
"173",20.9927364864147,43.7787513388321,2.34380777062996,"Yes","Arts",1
"174",11.4535872452198,55.9760055411607,3.91583659165055,"Yes","Arts",1
"175",14.9927943642208,92.024427158758,3.26545233380727,"Yes","STEM",1
"176",13.9932599413622,56.4363195048645,3.95487088318486,"No","STEM",1
"177",21.4840558605563,69.4159701094031,3.83993732439054,"No","STEM",1
"178",22.6004693056304,87.6178927579895,3.89257435825736,"No","Arts",1
"179",25.3551560726056,82.3438668902963,3.06228395041564,"No","Arts",1
"180",17.3643851082992,79.1081562172621,1.91407417702906,"Yes","Arts",1
"181",18.0810584764467,48.2532340986654,3.09849398495609,"Yes","STEM",1
"182",18.2108280738971,47.7749611949548,3.05868689791052,"Yes","Arts",1
"183",14.3861349988581,45.1423273095861,2.71447590005065,"Yes","Arts",1
"184",23.1390152855417,79.2261350946501,4,"Yes","Social Science",1
"185",16.6847426902261,51.3701491756365,2.41715143999325,"No","Arts",1
"186",15.1477984283343,86.5011012367904,3.13584659662619,"Yes","STEM",1
"187",8.55440661249183,59.4007296813652,3.33307054877741,"No","Social Science",1
"188",12.3837290195946,99.5826243888587,1.95928944700148,"No","Social Science",1
"189",11.9436971490769,81.9210076006129,3.99856231283865,"Yes","Business",1
"190",21.7961776627351,55.1078626187518,2.35453404487161,"Yes","Social Science",1
"191",16.3416672252916,66.543239960447,1.5,"Yes","Social Science",1
"192",22.19137219426,64.3287855945528,3.2248817196414,"No","Arts",1
"193",19.927625696495,69.9745728820562,2.6450929798808,"Yes","Arts",1
"194",16.9583273721024,61.2398375757039,3.36980920297066,"Yes","Business",1
"195",18.0768579106212,44.1056995838881,2.61496364481897,"Yes","Business",1
"196",16.7128198327601,61.3191813556477,2.37568328626218,"Yes","Arts",1
"197",9.68726965581675,45.9081737417728,3.22959824966741,"No","Business",1
"198",6.7193154990642,40.7398018473759,2.8100584768588,"No","Arts",1
"199",13.2860191554698,47.6399243902415,3.49243851721,"No","Arts",1
"200",7.88298745479528,56.7033851286396,2.53791645481191,"Yes","Arts",1
"201",7.77536694253223,42.0841404562816,2.36588266183672,"No","Business",1
"202",7.10783737062681,94.9716941360384,3.1675952312364,"No","STEM",1
"203",7.22578538127995,72.2513198200613,2.26633867809402,"Yes","Social Science",1
"204",13.170901138471,62.5491193216294,1.65759563905748,"No","Arts",1
"205",15.8013320413334,76.852171854116,3.53206430076485,"Yes","Business",1
"206",17.8211851211827,80.6350187724456,3.00014747727806,"No","STEM",1
"207",21.5748570410909,46.1626356653869,2.56529288549965,"Yes","Social Science",1
"208",17.587260287775,53.9818637864664,3.51383967734811,"No","Arts",1
"209",21.3343881919994,79.6825328515843,3.28156004196653,"No","Social Science",1
"210",14.4325480199727,59.805175117217,3.81418565608763,"No","Business",1
"211",17.2761961402256,99.7551766224205,3.1257573687116,"No","STEM",1
"212",3.85136078877134,82.6443320931867,1.87669594367203,"No","Social Science",0
"213",10.7445666432336,45.0731788016856,2.41381241612903,"Yes","Business",1
"214",20.954869575908,91.8943121656775,3.0759627219613,"Yes","Social Science",1
"215",7.09720576037518,83.5961820790544,2.6376717063568,"No","Social Science",1
"216",23.6100144732333,96.5073884092271,3.17677326072205,"No","Social Science",1
"217",8.90648080401126,71.0524729592726,2.2433754615428,"No","Business",1
"218",18.5466495053148,52.5814827531576,2.52460094884761,"No","Arts",1
"219",13.1070773036375,71.0262481635436,2.58379458736984,"No","Arts",1
"220",14.0931463765397,73.2740800222382,2.92538849603814,"Yes","STEM",1
"221",17.9061038735045,80.8475855132565,1.81178527451751,"No","Social Science",1
"222",16.4464343868645,44.0856014564633,3.37734667353394,"No","Arts",1
"223",4.47093536035369,58.11003243085,2.77200468447833,"Yes","Social Science",1
"224",17.8933671337962,86.1396124679595,2.67374468564769,"No","Business",1
"225",14.0653118392313,48.946864749305,4,"No","STEM",1
"226",9.2282271117557,92.976310714148,2.19423338937966,"Yes","STEM",1
"227",17.5028722241813,42.6480260351673,3.32897258990707,"No","STEM",1
"228",0,81.2392526958138,2.74825579207808,"Yes","STEM",1
"229",17.6546576997928,43.6121299723163,2.57426283966021,"No","Arts",1
"230",17.7361867709178,81.1850311700255,3.32144705372312,"Yes","STEM",1
"231",13.7298046576286,87.4957399442792,2.94741434763682,"No","Business",1
"232",19.6127907826377,51.0185513598844,2.08343578926693,"No","STEM",1
"233",13.3603788626562,49.9672684911638,1.89382266700483,"No","Business",1
"234",4.24482185191647,83.3111782185733,2.45662784233025,"Yes","Social Science",1
"235",20.66488562853,71.3929050602019,3.12247123672625,"Yes","STEM",1
"236",13.6964481486092,51.036498984322,2.90129640522495,"Yes","STEM",1
"237",20.3738556303549,74.5010279398412,3.34790976618618,"No","Business",1
"238",19.1977701981445,82.2707550553605,3.8699649606599,"Yes","Arts",1
"239",17.1827634416864,56.3079628534615,3.73985191209702,"No","Arts",1
"240",3.27495404046552,78.7953646155074,4,"No","Business",1
"241",13.8249968136843,67.3594909254462,2.84049629399536,"Yes","Business",1
"242",10.2296059915445,79.3361502978951,1.89986985480219,"No","Business",1
"243",24.7286547860508,57.5028881151229,2.39379224049353,"No","Business",1
"244",16.924409109374,42.4792220070958,2.75731181346561,"No","Arts",1
"245",14.9673079116701,89.8066012980416,2.22964883769908,"No","Social Science",1
"246",13.0886532862009,60.6407239893451,3.60370880523942,"Yes","Business",1
"247",22.3948522862593,89.5926668820903,3.23662042399148,"Yes","Social Science",1
"248",15.8082962007382,66.7644364293665,1.94667360438678,"No","STEM",1
"249",4.61586184003817,48.2951551815495,3.08122457737116,"Yes","Social Science",1
"250",12.3502078335319,96.6351300105453,1.99561822724268,"No","Social Science",1
"251",20.3559609788772,68.1382630765438,3.74729361436589,"No","Arts",1
"252",10.9454331777939,48.5791046824306,2.81301855926646,"Yes","Business",1
"253",23.5711856112248,59.42278675735,2.49958351833977,"No","Social Science",1
"254",17.3647660372554,61.8187964288518,2.49717545050779,"No","Arts",1
"255",18.5541432760533,87.9499708395451,3.088997606351,"Yes","Business",1
"256",18.6449661183657,76.9212623173371,2.96964591277028,"No","Arts",1
"257",16.61147567312,46.4902784209698,3.53789907588873,"No","Social Science",1
"258",18.9185738455364,91.4230895461515,3.26974769417687,"No","Business",1
"259",11.9516626661473,46.9847386796027,2.72455735789147,"No","Arts",1
"260",28.2022037857026,78.0711094243452,3.55740736246551,"No","Arts",1
"261",10.3386281726261,53.3580812811852,3.21864796551571,"No","Social Science",1
"262",14.8515747167313,67.9108338383958,3.32749271591933,"No","STEM",1
"263",11.3285741508441,99.6449296036735,3.44449928030595,"No","STEM",1
"264",14.7007797359995,97.6870576152578,2.75827879138247,"Yes","Arts",1
"265",19.540822553964,57.0858312677592,3.25788863717022,"Yes","Business",1
"266",21.6696984072846,85.6369192106649,2.67778052776698,"No","STEM",1
"267",19.6776411198575,61.5444055944681,2.85236847439681,"No","Business",1
"268",26.617847401116,89.8080370342359,2.85941452137416,"No","Social Science",1
"269",13.4179236410912,76.5097129670903,2.30448455384857,"No","Business",1
"270",11.3253397020161,86.9734231149778,3.80906370273997,"No","Arts",1
"271",18.6617209906846,53.9606910571456,3.67234807552028,"No","Arts",1
"272",15.0230377779844,86.4209372457117,2.94076776668833,"Yes","Business",1
"273",11.2450014049692,43.7563186697662,2.89982506786148,"Yes","STEM",1
"274",20.9930218036995,76.5044253971428,3.16469359538443,"Yes","STEM",1
"275",16.7332038487699,46.7019750364125,3.44775524509323,"No","Business",1
"276",17.9524675953942,78.4507937543094,2.25377491200252,"No","Social Science",1
"277",19.9700643834643,77.0258728554472,2.37451027779305,"No","Social Science",1
"278",17.8681190685906,53.2286542188376,2.55514484612121,"Yes","Social Science",1
"279",7.273075193531,58.6626920709386,3.39315736592832,"Yes","Business",1
"280",18.085973079654,91.1710422532633,1.70785069649915,"No","Business",1
"281",19.6869188721507,44.3090405035764,2.69176737039043,"No","Business",1
"282",21.1126004175854,54.3039450235665,3.23798382210692,"Yes","Social Science",1
"283",6.65095166119,87.6354099716991,3.79769675995951,"No","Arts",1
"284",13.4593978812349,67.8115176036954,3.74737605171274,"No","Business",1
"285",8.47168965913812,88.5127250570804,4,"No","Business",1
"286",4.3537655658131,41.5704768244177,2.06226214904342,"No","Arts",0
"287",12.9668084665912,98.9003292564303,3.60565004762901,"No","Business",1
"288",13.0551843034784,47.5445771683007,3.55398653440916,"No","Business",1
"289",15.1542558547877,85.2059882879257,3.35052976709588,"No","Social Science",1
"290",9.1179245933919,84.0860258229077,2.89599748772914,"No","Social Science",1
"291",11.5915244850735,48.4900474501774,3.14825202152818,"Yes","Social Science",1
"292",16.8436256503593,85.0924804015085,3.19994197704026,"No","Social Science",1
"293",12.7530721197797,68.9946971507743,3.24858976619936,"Yes","Business",1
"294",19.6156118025332,80.4686544230208,2.24861833820335,"Yes","Arts",1
"295",13.3537162789478,40.0957709690556,3.07331397068887,"Yes","Business",1
"296",14.4290421320764,80.7163907214999,2.83667722282283,"Yes","Arts",1
"297",12.3793771985521,55.4533384460956,3.2649350697934,"No","STEM",1
"298",20.3463149372214,91.0977361397818,3.75592676500277,"No","Arts",1
"299",17.3129079993672,56.9965844089165,2.80047038029676,"Yes","Arts",1
"300",18.0673908713182,98.8789134379476,2.09968919670221,"Yes","STEM",1
"301",14.4729400343712,91.9402435841039,2.00067075445382,"Yes","Arts",1
"302",15.4521874285798,90.1133972406387,1.98981649262599,"No","Arts",1
"303",20.4061879888557,54.3907961249352,2.65566855161603,"No","STEM",1
"304",19.5052088189774,60.7904001371935,3.13636616451347,"No","STEM",1
"305",19.9177434667262,82.615894684568,2.0907652756206,"No","Business",1
"306",22.3047583236679,52.5445392774418,3.47299539107492,"Yes","Business",1
"307",13.1822570850026,97.428920310922,2.27200828116219,"No","Business",1
"308",7.72675035108458,66.0012004850432,3.65744062420858,"No","Arts",1
"309",17.3214598558322,74.5039808703586,2.9966744056876,"No","Arts",1
"310",16.9791067058954,40.9062941325828,2.41896613316071,"No","STEM",1
"311",15.8138755976224,69.5844455668703,2.76717617442816,"Yes","STEM",1
"312",13.984140016581,66.4018317079172,3.00838809242269,"Yes","Arts",1
"313",21.5945866083559,87.1803224179894,2.75239498752824,"Yes","Social Science",1
"314",20.0708925839897,89.4486297294497,2.49562014765632,"Yes","STEM",1
"315",11.6349050527862,51.1302194744349,3.06415904693517,"No","STEM",1
"316",6.52377729163067,93.6130735464394,3.83246147584341,"No","Social Science",1
"317",9.89192381699822,64.3802011944354,3.75018359998964,"Yes","Social Science",1
"318",16.4171145588233,47.4451825488359,4,"No","STEM",1
"319",7.5582666716988,89.2126582702622,3.49986182206233,"No","Social Science",1
"320",18.0280015979142,51.9239252153784,3.10945408724616,"Yes","STEM",1
"321",17.2914223509722,84.8936914559454,2.65253771098029,"No","STEM",1
"322",11.9368097226974,70.5739952996373,3.2653569196432,"Yes","Social Science",1
"323",13.2754806976537,98.6228134809062,4,"No","Social Science",1
"324",24.0954762710198,68.230937239714,2.48698116027272,"No","Social Science",1
"325",13.2337216014693,71.0668860608712,3.01803416975817,"Yes","Business",1
"326",9.11008297346594,91.027579344809,3.97340186086071,"No","Social Science",1
"327",12.0041587279857,84.1810728190467,3.94980266399707,"No","STEM",1
"328",12.3884451289095,83.5558745963499,3.09648249357663,"No","Arts",1
"329",13.73049648271,48.5500364517793,2.99726832873474,"No","Business",1
"330",16.016802180862,93.8544980762526,3.18327208542382,"No","Business",1
"331",7.39915339774971,60.0289400946349,4,"No","Social Science",1
"332",17.4776806310107,86.821115706116,3.23548906395364,"No","Arts",1
"333",16.6218505970309,76.4308465085924,3.04348103595483,"No","Business",1
"334",14.7356226167381,65.659662601538,3.24271786297413,"No","Social Science",1
"335",22.0509426458772,49.9920648010448,3.31054377363596,"Yes","Business",1
"336",20.3586555376629,90.3362572938204,2.90790501176802,"Yes","Business",1
"337",10.4516031585102,88.1492568179965,3.36473779358267,"No","Social Science",1
"338",18.8430651065289,50.9472288377583,3.29056524119365,"No","Social Science",1
"339",22.1963910962796,70.539124221541,3.28342549537655,"No","STEM",1
"340",17.2481484425399,80.0722839171067,2.62506519309668,"No","Social Science",1
"341",19.6774485713494,64.0861211018637,3.595603563595,"No","Social Science",1
"342",12.8079120454969,63.7069858564064,2.92233332826086,"Yes","STEM",1
"343",25.1459239739098,44.6815481362864,3.03100247837181,"No","Arts",1
"344",16.7978416330714,66.8209669459611,3.56824625780087,"No","Social Science",1
"345",15.8751268231716,82.703639017418,3.0225128444222,"Yes","STEM",1
"346",13.9648821247493,46.9018273800611,3.35374708082152,"No","Arts",1
"347",16.5028822746227,75.8837128337473,3.97546274637515,"No","Social Science",1
"348",14.4376011232195,99.2845250759274,2.83270341463757,"No","STEM",1
"349",1.83091510201951,92.6768021099269,3.987225144613,"No","STEM",1
"350",21.2446543691932,72.4961092928424,2.74059592677227,"No","Social Science",1
"351",21.0715165629584,69.6447236463428,3.12630297125965,"No","Social Science",1
"352",11.4842353885622,94.9888524087146,3.60624539545896,"Yes","Business",1
"353",16.4016601325529,41.2337462138385,3.52402452780931,"No","STEM",1
"354",21.2497505655603,76.007063742727,3.42146697350926,"No","Arts",1
"355",12.2007432132009,98.8249384937808,3.08067127908075,"No","STEM",1
"356",15.0049003388891,85.3156668040901,2.24044787962549,"No","Arts",1
"357",22.7540510805664,72.2379358066246,3.90491809153566,"No","STEM",1
"358",9.16734582199567,99.6322891488671,3.57166269736313,"No","STEM",1
"359",8.48791605016338,48.492705184035,2.57559946721676,"Yes","STEM",1
"360",22.507003911735,73.9176256582141,2.3274387468816,"Yes","Social Science",1
"361",16.3091070719204,66.2983618071303,2.98994137935062,"Yes","Business",1
"362",10.2790930903556,56.7886603763327,2.81624995982301,"No","Arts",0
"363",17.1767035014297,85.42998210527,3.78093535633816,"No","STEM",1
"364",18.4974946154631,47.9531140485778,3.53059243539904,"No","Social Science",1
"365",18.7957824710606,77.4949191417545,3.46911991813917,"Yes","Arts",1
"366",18.2743122563423,89.038792969659,4,"No","Business",1
"367",14.6427911674118,58.7182681821287,3.16665808763942,"No","Social Science",1
"368",15.9687501836056,62.7627652743831,3.03039912999181,"Yes","STEM",1
"369",19.8208043371997,58.1202992144972,2.726563269382,"Yes","Arts",1
"370",11.9780217099179,50.5080054048449,2.76654093292596,"Yes","STEM",1
"371",18.3121849301481,45.4954526154324,2.75413247485968,"No","Business",1
"372",10.519650791745,82.3400075547397,2.44106330398416,"No","Social Science",1
"373",18.9280873985522,99.5700665237382,3.87035048056538,"No","Business",1
"374",23.7086482972144,98.2733987178653,2.72410395433345,"Yes","Business",1
"375",20.982399405589,65.4546164534986,3.70430540636249,"No","Business",1
"376",13.2275287248947,51.0100671835244,2.11628630400719,"No","STEM",1
"377",19.8710252137237,48.6815633624792,3.75976598840269,"Yes","Social Science",1
"378",10.8045261610655,57.9142892034724,2.68492723246519,"No","Business",1
"379",2.37666653040633,58.5225254297256,2.06502610843606,"No","STEM",1
"380",13.4509551371822,94.0204953681678,4,"No","Arts",1
"381",13.2762106638845,68.9704515179619,2.83806304847531,"Yes","Business",1
"382",6.59919346265694,99.841706585139,4,"Yes","Social Science",1
"383",15.2755773372267,62.3146883584559,2.92747225716195,"No","Business",1
"384",13.0930791692636,61.7167388787493,3.86346912821237,"Yes","Business",1
