record_id,year,species_id,species,plot_id,plot_type,sex,weight
334,1977,DM,merriami,5,Rodent Exclosure,F,45
336,1977,DM,merriami,12,Control,M,40
337,1977,DO,ordii,8,Control,F,41
338,1977,DM,merriami,12,Control,M,41
340,1977,DM,merriami,12,Control,F,39
342,1977,DM,merriami,16,Rodent Exclosure,M,25
345,1977,DM,merriami,22,Control,F,45
346,1977,DM,merriami,2,Control,F,36
347,1977,DM,merriami,6,Short-term Krat Exclosure,F,40
348,1977,DM,merriami,13,Short-term Krat Exclosure,M,44
350,1977,DM,merriami,2,Control,M,47
352,1977,DM,merriami,1,Spectab exclosure,M,40
354,1977,DM,merriami,2,Control,M,44
356,1977,DO,ordii,1,Spectab exclosure,F,44
357,1977,DS,spectabilis,9,Spectab exclosure,F,117
359,1977,DM,merriami,18,Short-term Krat Exclosure,M,40
360,1977,DM,merriami,20,Short-term Krat Exclosure,F,39
361,1977,DM,merriami,2,Control,F,40
362,1977,DS,spectabilis,1,Spectab exclosure,F,121
364,1977,DM,merriami,9,Spectab exclosure,M,46
365,1977,DM,merriami,1,Spectab exclosure,F,35
367,1977,DS,spectabilis,20,Short-term Krat Exclosure,M,115
369,1977,DM,merriami,20,Short-term Krat Exclosure,F,39
370,1977,DM,merriami,9,Spectab exclosure,M,40
371,1977,DM,merriami,13,Short-term Krat Exclosure,M,40
372,1977,DM,merriami,22,Control,F,35
373,1977,DM,merriami,6,Short-term Krat Exclosure,M,36
374,1977,DM,merriami,18,Short-term Krat Exclosure,M,44
377,1977,DS,spectabilis,9,Spectab exclosure,F,120
378,1977,DO,ordii,1,Spectab exclosure,M,48
379,1977,DM,merriami,14,Control,M,44
380,1977,DM,merriami,17,Control,F,38
381,1977,DS,spectabilis,17,Control,F,118
382,1977,DM,merriami,17,Control,M,40
383,1977,DS,spectabilis,11,Control,F,126
384,1977,DM,merriami,11,Control,M,37
385,1977,DS,spectabilis,17,Control,M,132
388,1977,DM,merriami,11,Control,F,39
389,1977,DS,spectabilis,14,Control,F,113
392,1977,DS,spectabilis,11,Control,F,122
394,1977,DS,spectabilis,4,Control,F,107
395,1977,DM,merriami,14,Control,M,43
396,1977,DM,merriami,14,Control,F,40
398,1977,DS,spectabilis,4,Control,F,115
399,1977,DM,merriami,17,Control,F,39
404,1977,DM,merriami,12,Control,M,40
407,1977,DS,spectabilis,5,Rodent Exclosure,F,116
409,1977,DM,merriami,12,Control,F,38
410,1977,DS,spectabilis,5,Rodent Exclosure,M,137
411,1977,DM,merriami,5,Rodent Exclosure,M,42
412,1977,DS,spectabilis,5,Rodent Exclosure,M,126
413,1977,DS,spectabilis,8,Control,F,112
414,1977,DO,ordii,8,Control,F,39
415,1977,DM,merriami,5,Rodent Exclosure,F,41
420,1977,DM,merriami,13,Short-term Krat Exclosure,F,48
421,1977,DS,spectabilis,9,Spectab exclosure,F,121
422,1977,DM,merriami,2,Control,F,42
423,1977,DM,merriami,13,Short-term Krat Exclosure,M,42
424,1977,DM,merriami,2,Control,M,52
425,1977,DM,merriami,20,Short-term Krat Exclosure,F,38
426,1977,DM,merriami,22,Control,M,45
427,1977,DM,merriami,2,Control,F,37
428,1977,DO,ordii,9,Spectab exclosure,F,40
429,1977,DM,merriami,1,Spectab exclosure,M,38
433,1977,DM,merriami,9,Spectab exclosure,M,44
436,1977,DM,merriami,18,Short-term Krat Exclosure,F,33
437,1977,DM,merriami,18,Short-term Krat Exclosure,F,38
438,1977,DM,merriami,2,Control,M,47
439,1977,DM,merriami,20,Short-term Krat Exclosure,F,39
443,1977,DM,merriami,13,Short-term Krat Exclosure,M,42
444,1977,DM,merriami,6,Short-term Krat Exclosure,M,36
447,1977,DM,merriami,18,Short-term Krat Exclosure,M,44
448,1977,DS,spectabilis,20,Short-term Krat Exclosure,M,116
449,1977,DM,merriami,2,Control,M,43
450,1977,DO,ordii,1,Spectab exclosure,M,45
451,1977,DS,spectabilis,9,Spectab exclosure,F,116
453,1977,DM,merriami,9,Spectab exclosure,M,42
454,1977,DM,merriami,1,Spectab exclosure,F,38
460,1977,DS,spectabilis,12,Control,F,114
461,1977,DM,merriami,14,Control,M,41
462,1977,DM,merriami,17,Control,M,40
463,1977,DS,spectabilis,4,Control,M,134
464,1977,DS,spectabilis,5,Rodent Exclosure,M,139
466,1977,DS,spectabilis,4,Control,F,118
467,1977,DO,ordii,8,Control,F,41
468,1977,DM,merriami,11,Control,M,37
472,1977,DS,spectabilis,11,Control,F,127
476,1977,DS,spectabilis,8,Control,F,120
477,1977,DS,spectabilis,17,Control,F,115
479,1977,DM,merriami,14,Control,F,40
480,1977,DS,spectabilis,14,Control,F,114
481,1977,DM,merriami,17,Control,F,37
482,1977,DM,merriami,17,Control,M,46
483,1977,DS,spectabilis,8,Control,M,149
484,1977,DM,merriami,11,Control,F,38
485,1977,DS,spectabilis,11,Control,M,127
487,1977,DM,merriami,12,Control,F,36
488,1977,DM,merriami,12,Control,M,41
490,1977,DM,merriami,14,Control,M,44
491,1977,DS,spectabilis,11,Control,M,138
492,1977,DS,spectabilis,12,Control,M,110
493,1977,DS,spectabilis,4,Control,F,110
496,1977,DM,merriami,17,Control,F,37
499,1977,DS,spectabilis,11,Control,F,121
502,1977,DM,merriami,5,Rodent Exclosure,F,43
505,1978,DM,merriami,13,Short-term Krat Exclosure,M,43
507,1978,DM,merriami,2,Control,M,44
508,1978,DM,merriami,20,Short-term Krat Exclosure,F,36
511,1978,DM,merriami,2,Control,M,38
512,1978,DS,spectabilis,9,Spectab exclosure,F,122
515,1978,DO,ordii,9,Spectab exclosure,F,42
516,1978,DM,merriami,9,Spectab exclosure,M,46
518,1978,DM,merriami,2,Control,M,38
519,1978,DM,merriami,2,Control,M,48
521,1978,DM,merriami,2,Control,M,43
522,1978,DM,merriami,2,Control,F,35
523,1978,DM,merriami,2,Control,M,43
525,1978,DM,merriami,6,Short-term Krat Exclosure,M,36
526,1978,DS,spectabilis,9,Spectab exclosure,F,117
527,1978,DM,merriami,2,Control,F,37
528,1978,DS,spectabilis,20,Short-term Krat Exclosure,M,122
529,1978,DM,merriami,9,Spectab exclosure,M,43
530,1978,DM,merriami,13,Short-term Krat Exclosure,M,42
533,1978,DM,merriami,2,Control,M,45
538,1978,DM,merriami,17,Control,M,40
539,1978,DM,merriami,17,Control,F,37
540,1978,DS,spectabilis,17,Control,F,117
541,1978,DM,merriami,11,Control,M,40
542,1978,DM,merriami,1,Spectab exclosure,M,40
543,1978,DS,spectabilis,4,Control,M,132
545,1978,DM,merriami,1,Spectab exclosure,F,36
548,1978,DS,spectabilis,8,Control,M,150
549,1978,DM,merriami,11,Control,M,44
550,1978,DM,merriami,14,Control,F,40
551,1978,DS,spectabilis,4,Control,F,126
552,1978,DS,spectabilis,11,Control,F,122
553,1978,DS,spectabilis,8,Control,F,136
555,1978,DS,spectabilis,14,Control,F,116
556,1978,DM,merriami,17,Control,F,38
557,1978,DM,merriami,11,Control,F,39
558,1978,DS,spectabilis,1,Spectab exclosure,F,135
559,1978,DM,merriami,14,Control,M,46
560,1978,DS,spectabilis,17,Control,M,133
561,1978,DS,spectabilis,11,Control,M,136
564,1978,DS,spectabilis,18,Short-term Krat Exclosure,F,141
566,1978,DM,merriami,18,Short-term Krat Exclosure,F,38
567,1978,DM,merriami,12,Control,F,35
569,1978,DS,spectabilis,5,Rodent Exclosure,M,135
571,1978,DM,merriami,18,Short-term Krat Exclosure,F,33
572,1978,DM,merriami,18,Short-term Krat Exclosure,M,51
573,1978,DS,spectabilis,5,Rodent Exclosure,F,122
574,1978,DM,merriami,18,Short-term Krat Exclosure,F,33
575,1978,DM,merriami,18,Short-term Krat Exclosure,M,47
576,1978,DM,merriami,18,Short-term Krat Exclosure,M,49
578,1978,DM,merriami,18,Short-term Krat Exclosure,M,46
579,1978,DM,merriami,5,Rodent Exclosure,F,45
580,1978,DM,merriami,12,Control,M,41
585,1978,DS,spectabilis,2,Control,M,157
586,1978,DM,merriami,13,Short-term Krat Exclosure,M,51
589,1978,DM,merriami,20,Short-term Krat Exclosure,F,38
592,1978,DM,merriami,22,Control,M,45
593,1978,DM,merriami,2,Control,M,52
594,1978,DM,merriami,9,Spectab exclosure,M,50
595,1978,DM,merriami,2,Control,M,51
596,1978,DS,spectabilis,9,Spectab exclosure,F,126
597,1978,DM,merriami,20,Short-term Krat Exclosure,F,39
600,1978,DM,merriami,2,Control,F,40
601,1978,DM,merriami,2,Control,M,41
602,1978,DM,merriami,13,Short-term Krat Exclosure,M,46
607,1978,DM,merriami,5,Rodent Exclosure,F,39
608,1978,DM,merriami,17,Control,F,42
610,1978,DM,merriami,17,Control,M,39
614,1978,DS,spectabilis,4,Control,F,124
615,1978,DS,spectabilis,5,Rodent Exclosure,F,114
616,1978,DM,merriami,11,Control,M,44
617,1978,DM,merriami,11,Control,M,48
619,1978,DM,merriami,14,Control,F,44
620,1978,DS,spectabilis,8,Control,F,132
622,1978,DS,spectabilis,17,Control,F,137
624,1978,DM,merriami,4,Control,M,39
625,1978,DM,merriami,5,Rodent Exclosure,F,56
633,1978,DS,spectabilis,8,Control,M,154
635,1978,DM,merriami,15,Long-term Krat Exclosure,M,49
636,1978,DM,merriami,18,Short-term Krat Exclosure,F,44
637,1978,DM,merriami,18,Short-term Krat Exclosure,F,35
638,1978,DM,merriami,12,Control,F,36
639,1978,DM,merriami,1,Spectab exclosure,F,39
640,1978,DS,spectabilis,12,Control,F,133
641,1978,DM,merriami,15,Long-term Krat Exclosure,M,50
642,1978,DM,merriami,1,Spectab exclosure,M,43
643,1978,DM,merriami,15,Long-term Krat Exclosure,F,40
644,1978,DM,merriami,18,Short-term Krat Exclosure,M,45
645,1978,DM,merriami,12,Control,M,44
647,1978,DS,spectabilis,1,Spectab exclosure,F,144
648,1978,DM,merriami,16,Rodent Exclosure,F,46
649,1978,DM,merriami,16,Rodent Exclosure,M,48
651,1978,DM,merriami,20,Short-term Krat Exclosure,M,45
653,1978,DS,spectabilis,22,Control,F,133
654,1978,DM,merriami,22,Control,F,40
656,1978,DS,spectabilis,9,Spectab exclosure,F,128
657,1978,DS,spectabilis,2,Control,M,153
660,1978,DM,merriami,2,Control,M,53
664,1978,DM,merriami,2,Control,M,43
665,1978,DM,merriami,20,Short-term Krat Exclosure,F,43
667,1978,DM,merriami,20,Short-term Krat Exclosure,F,42
669,1978,DS,spectabilis,9,Spectab exclosure,F,146
674,1978,DS,spectabilis,20,Short-term Krat Exclosure,M,122
677,1978,DS,spectabilis,5,Rodent Exclosure,M,137
678,1978,DS,spectabilis,4,Control,M,131
679,1978,DS,spectabilis,5,Rodent Exclosure,F,125
684,1978,DM,merriami,4,Control,M,43
687,1978,DS,spectabilis,5,Rodent Exclosure,F,69
688,1978,DS,spectabilis,4,Control,F,141
689,1978,DS,spectabilis,11,Control,M,138
690,1978,DM,merriami,11,Control,M,43
691,1978,DS,spectabilis,4,Control,F,124
694,1978,DM,merriami,11,Control,F,43
696,1978,DM,merriami,5,Rodent Exclosure,F,45
697,1978,DM,merriami,11,Control,M,46
699,1978,DM,merriami,5,Rodent Exclosure,F,43
700,1978,DM,merriami,5,Rodent Exclosure,M,49
702,1978,DM,merriami,5,Rodent Exclosure,M,47
710,1978,DS,spectabilis,8,Control,M,152
711,1978,DM,merriami,18,Short-term Krat Exclosure,F,44
712,1978,DM,merriami,15,Long-term Krat Exclosure,M,48
714,1978,DM,merriami,15,Long-term Krat Exclosure,F,44
715,1978,DM,merriami,18,Short-term Krat Exclosure,M,49
716,1978,DM,merriami,15,Long-term Krat Exclosure,M,45
717,1978,DM,merriami,1,Spectab exclosure,F,51
718,1978,DO,ordii,8,Control,M,57
720,1978,DS,spectabilis,8,Control,F,134
721,1978,DM,merriami,1,Spectab exclosure,F,44
724,1978,DM,merriami,15,Long-term Krat Exclosure,M,48
725,1978,DS,spectabilis,1,Spectab exclosure,F,146
726,1978,DM,merriami,18,Short-term Krat Exclosure,F,37
729,1978,DM,merriami,15,Long-term Krat Exclosure,M,46
731,1978,DS,spectabilis,2,Control,F,110
770,1978,DM,merriami,4,Control,M,26
771,1978,DM,merriami,4,Control,M,44
773,1978,DM,merriami,5,Rodent Exclosure,M,48
774,1978,DM,merriami,5,Rodent Exclosure,M,39
775,1978,DM,merriami,5,Rodent Exclosure,M,44
776,1978,DM,merriami,5,Rodent Exclosure,M,45
778,1978,DM,merriami,8,Control,M,36
780,1978,DM,merriami,11,Control,M,51
781,1978,DM,merriami,11,Control,F,45
782,1978,DM,merriami,11,Control,M,47
783,1978,DS,spectabilis,14,Control,F,90
785,1978,DM,merriami,17,Control,M,49
786,1978,DS,spectabilis,11,Control,M,131
787,1978,DS,spectabilis,5,Rodent Exclosure,F,114
788,1978,DM,merriami,17,Control,M,42
789,1978,DS,spectabilis,8,Control,M,148
790,1978,DS,spectabilis,5,Rodent Exclosure,F,76
791,1978,DS,spectabilis,5,Rodent Exclosure,M,141
792,1978,DM,merriami,17,Control,F,42
793,1978,DS,spectabilis,4,Control,F,121
794,1978,DM,merriami,11,Control,M,44
795,1978,DO,ordii,17,Control,F,55
796,1978,DS,spectabilis,4,Control,M,133
797,1978,DS,spectabilis,17,Control,M,142
798,1978,DS,spectabilis,8,Control,F,142
799,1978,DM,merriami,11,Control,F,46
800,1978,DM,merriami,5,Rodent Exclosure,F,50
801,1978,DS,spectabilis,14,Control,F,142
803,1978,DS,spectabilis,4,Control,F,84
804,1978,DM,merriami,4,Control,M,42
805,1978,DS,spectabilis,17,Control,F,142
806,1978,DS,spectabilis,4,Control,F,118
807,1978,DM,merriami,17,Control,F,43
808,1978,DS,spectabilis,11,Control,F,132
809,1978,DS,spectabilis,11,Control,F,75
810,1978,DM,merriami,14,Control,F,49
814,1978,DS,spectabilis,1,Spectab exclosure,M,168
815,1978,DM,merriami,1,Spectab exclosure,F,43
816,1978,DS,spectabilis,18,Short-term Krat Exclosure,F,84
818,1978,DS,spectabilis,1,Spectab exclosure,F,87
819,1978,DS,spectabilis,12,Control,F,117
820,1978,DM,merriami,18,Short-term Krat Exclosure,F,42
821,1978,DM,merriami,16,Rodent Exclosure,F,41
822,1978,DS,spectabilis,1,Spectab exclosure,F,140
823,1978,DM,merriami,18,Short-term Krat Exclosure,F,40
824,1978,DM,merriami,12,Control,M,45
827,1978,DM,merriami,15,Long-term Krat Exclosure,M,47
828,1978,DM,merriami,18,Short-term Krat Exclosure,NA,48
829,1978,DS,spectabilis,1,Spectab exclosure,M,89
830,1978,DM,merriami,18,Short-term Krat Exclosure,M,51
834,1978,DM,merriami,22,Control,M,47
835,1978,DS,spectabilis,2,Control,M,149
836,1978,DS,spectabilis,9,Spectab exclosure,F,124
837,1978,DS,spectabilis,6,Short-term Krat Exclosure,F,73
838,1978,DM,merriami,2,Control,M,48
839,1978,DS,spectabilis,9,Spectab exclosure,M,139
840,1978,DM,merriami,6,Short-term Krat Exclosure,M,41
841,1978,DS,spectabilis,20,Short-term Krat Exclosure,M,123
842,1978,DM,merriami,2,Control,F,41
843,1978,DS,spectabilis,22,Control,F,114
844,1978,DS,spectabilis,9,Spectab exclosure,F,59
846,1978,DS,spectabilis,9,Spectab exclosure,F,90
847,1978,DM,merriami,20,Short-term Krat Exclosure,M,45
849,1978,DM,merriami,2,Control,M,43
850,1978,DS,spectabilis,22,Control,F,91
851,1978,DS,spectabilis,9,Spectab exclosure,M,50
852,1978,DM,merriami,13,Short-term Krat Exclosure,M,44
853,1978,DS,spectabilis,9,Spectab exclosure,F,113
854,1978,DM,merriami,9,Spectab exclosure,M,36
855,1978,DS,spectabilis,9,Spectab exclosure,F,90
856,1978,DM,merriami,9,Spectab exclosure,F,50
862,1978,DS,spectabilis,5,Rodent Exclosure,M,137
863,1978,DS,spectabilis,5,Rodent Exclosure,M,57
864,1978,DS,spectabilis,12,Control,F,121
865,1978,DM,merriami,20,Short-term Krat Exclosure,F,31
866,1978,DM,merriami,12,Control,F,41
867,1978,DM,merriami,6,Short-term Krat Exclosure,M,37
868,1978,DS,spectabilis,6,Short-term Krat Exclosure,F,83
870,1978,DS,spectabilis,22,Control,F,116
871,1978,DS,spectabilis,6,Short-term Krat Exclosure,F,74
872,1978,DS,spectabilis,20,Short-term Krat Exclosure,M,130
874,1978,DM,merriami,20,Short-term Krat Exclosure,M,40
876,1978,DM,merriami,6,Short-term Krat Exclosure,M,41
877,1978,DS,spectabilis,12,Control,F,83
880,1978,DM,merriami,16,Rodent Exclosure,M,48
881,1978,DM,merriami,18,Short-term Krat Exclosure,F,41
882,1978,DS,spectabilis,11,Control,M,118
884,1978,DS,spectabilis,18,Short-term Krat Exclosure,M,102
885,1978,DM,merriami,11,Control,M,42
887,1978,DM,merriami,11,Control,F,29
888,1978,DM,merriami,17,Control,M,23
889,1978,DS,spectabilis,18,Short-term Krat Exclosure,F,138
890,1978,DS,spectabilis,17,Control,M,131
891,1978,DM,merriami,17,Control,M,41
892,1978,DS,spectabilis,17,Control,F,115
893,1978,DS,spectabilis,14,Control,F,121
894,1978,DM,merriami,17,Control,F,38
895,1978,DS,spectabilis,4,Control,M,126
896,1978,DS,spectabilis,4,Control,F,120
898,1978,DM,merriami,11,Control,F,29
899,1978,DM,merriami,18,Short-term Krat Exclosure,F,43
900,1978,DM,merriami,15,Long-term Krat Exclosure,M,41
901,1978,DS,spectabilis,4,Control,F,68
902,1978,DS,spectabilis,4,Control,M,83
904,1978,DS,spectabilis,11,Control,F,97
905,1978,DM,merriami,17,Control,M,21
906,1978,DM,merriami,11,Control,M,21
907,1978,DM,merriami,14,Control,F,44
908,1978,DO,ordii,17,Control,M,18
909,1978,DM,merriami,4,Control,M,40
910,1978,DM,merriami,17,Control,F,41
911,1978,DS,spectabilis,9,Spectab exclosure,F,129
912,1978,DS,spectabilis,2,Control,M,148
913,1978,DM,merriami,1,Spectab exclosure,M,42
914,1978,DM,merriami,2,Control,F,41
916,1978,DS,spectabilis,8,Control,F,108
917,1978,DS,spectabilis,1,Spectab exclosure,M,160
919,1978,DO,ordii,8,Control,M,54
921,1978,DS,spectabilis,8,Control,F,125
922,1978,DS,spectabilis,1,Spectab exclosure,M,100
923,1978,DM,merriami,1,Spectab exclosure,M,21
924,1978,DM,merriami,2,Control,M,49
925,1978,DM,merriami,9,Spectab exclosure,M,35
926,1978,DO,ordii,1,Spectab exclosure,M,37
927,1978,DS,spectabilis,9,Spectab exclosure,F,64
928,1978,DS,spectabilis,1,Spectab exclosure,F,131
929,1978,DS,spectabilis,1,Spectab exclosure,M,54
930,1978,DM,merriami,2,Control,M,44
931,1978,DS,spectabilis,9,Spectab exclosure,F,90
932,1978,DM,merriami,1,Spectab exclosure,F,39
934,1978,DS,spectabilis,2,Control,F,114
937,1978,DS,spectabilis,12,Control,M,90
938,1978,DM,merriami,20,Short-term Krat Exclosure,M,46
939,1978,DS,spectabilis,8,Control,F,110
940,1978,DS,spectabilis,11,Control,M,119
941,1978,DM,merriami,17,Control,M,29
942,1978,DM,merriami,20,Short-term Krat Exclosure,M,48
944,1978,DS,spectabilis,9,Spectab exclosure,F,124
945,1978,DS,spectabilis,12,Control,F,84
946,1978,DM,merriami,11,Control,F,43
947,1978,DM,merriami,17,Control,F,43
948,1978,DM,merriami,9,Spectab exclosure,M,40
949,1978,DS,spectabilis,22,Control,F,120
950,1978,DO,ordii,8,Control,F,55
952,1978,DM,merriami,20,Short-term Krat Exclosure,F,26
953,1978,DS,spectabilis,12,Control,F,115
954,1978,DM,merriami,22,Control,M,45
955,1978,DS,spectabilis,9,Spectab exclosure,M,70
956,1978,DS,spectabilis,17,Control,F,123
957,1978,DM,merriami,12,Control,F,16
958,1978,DM,merriami,20,Short-term Krat Exclosure,F,42
959,1978,DS,spectabilis,8,Control,F,125
960,1978,DM,merriami,12,Control,M,19
961,1978,DO,ordii,8,Control,M,55
962,1978,DS,spectabilis,22,Control,F,117
963,1978,DS,spectabilis,17,Control,M,133
964,1978,DM,merriami,9,Spectab exclosure,M,36
965,1978,DS,spectabilis,9,Spectab exclosure,F,71
966,1978,DM,merriami,17,Control,M,29
967,1978,DS,spectabilis,22,Control,F,99
970,1978,DM,merriami,12,Control,F,39
972,1978,DS,spectabilis,9,Spectab exclosure,F,94
973,1978,DS,spectabilis,9,Spectab exclosure,F,100
974,1978,DS,spectabilis,11,Control,F,98
975,1978,DM,merriami,17,Control,F,43
977,1978,DO,ordii,17,Control,M,23
979,1978,DM,merriami,11,Control,M,26
980,1978,DS,spectabilis,20,Short-term Krat Exclosure,M,124
982,1978,DS,spectabilis,12,Control,F,84
987,1978,DM,merriami,6,Short-term Krat Exclosure,M,24
989,1978,DS,spectabilis,4,Control,M,122
992,1978,DM,merriami,14,Control,M,46
993,1978,DS,spectabilis,2,Control,M,149
994,1978,DM,merriami,18,Short-term Krat Exclosure,F,23
996,1978,DS,spectabilis,18,Short-term Krat Exclosure,F,136
997,1978,DS,spectabilis,18,Short-term Krat Exclosure,M,102
998,1978,DS,spectabilis,14,Control,F,122
999,1978,DM,merriami,18,Short-term Krat Exclosure,F,40
1000,1978,DS,spectabilis,5,Rodent Exclosure,F,71
1001,1978,DM,merriami,18,Short-term Krat Exclosure,F,42
1003,1978,DS,spectabilis,1,Spectab exclosure,M,160
