species_id,habitat_area,population_size,genetic_diversity,human_impact,survived
68,471.38934865035117,365,0.6746176328510046,7.9265031684190035,1
69,158.51625995570794,194,0.2784957241266966,5.122280772775412,0
70,175.06405212520622,2257,0.7962255394086242,7.678068552631885,0
71,194.0433563166298,583,0.28961028382182125,7.65582490246743,0
72,129.83848045393825,174,0.19952359180897475,6.23659209581092,0
73,221.88133275555447,388,0.40196283943951133,6.355684036388993,0
74,116.22259353240952,86,0.2285206248983741,0.11673630680888891,1
75,96.89992174762301,138,0.44457833599299196,5.726754169445485,1
76,491.5841476744972,22,0.1679998580366373,2.159702852368355,1
77,407.3102076870855,16,0.30908145233988765,5.419346899725497,1
78,445.36715862341225,170,0.5057301573455334,1.9839823502115905,1
79,269.06782984081656,329,0.5664150461554528,6.886884509585798,0
80,459.15513133304194,201,0.6541654400527478,3.174912785179913,1
81,51.75831225817092,79,0.6686692226678134,1.0935134976170957,1
82,382.81338049145415,3566,0.419604966416955,5.528955871704966,1
83,451.4396278776694,122,0.10792164113372565,7.926488760858774,0
84,406.8160887802951,472,0.1554095044732094,2.628689999692142,1
85,439.16756248730235,220,0.7003334121778608,0.06657981779426336,1
86,476.4916866675485,1980,0.3311713406816125,4.830243668984622,1
87,113.71030528494157,450,0.49449764229357246,6.209336596075445,0
88,169.9671392494347,163,0.2935715002939105,7.411252050660551,0
89,259.901923335623,316,0.6796829547733069,1.687203471083194,0
90,376.1709000682458,162,0.5101724876090884,3.5637797112576663,1
91,413.07796000968665,232,0.6921561369672418,5.348443849943578,1
92,131.46453400305472,52,0.7830562567338348,2.726607075892389,0
93,181.0062336367555,40,0.2426592441275716,0.9337375103496015,0
94,470.1034394437447,1508,0.42638709004968406,0.1765239192172885,1
95,437.4935004739091,1881,0.8659201456233859,1.9181132689118385,1
96,272.5861231093295,4024,0.7231404604390264,9.705803461838514,1
97,8.677485523512587,970,0.2373545637354255,2.053268584422767,0
98,455.33088983083144,16509,0.5276477033272385,6.885451297275722,1
99,306.37841748283245,413,0.6718743363395334,6.239374519791454,0
100,9.834444015519693,160,0.2959339115768671,8.644492619205266,0
101,452.73326705396175,104,0.8145530318841339,8.540557632222772,1
102,110.22270975424908,116,0.3885349042713642,9.455057876184583,0
103,330.9384911735542,51,0.5511521695181728,1.5128059452399611,0
104,236.19139577145688,198,0.864328757300973,7.643136419355869,0
105,1.5373447188176215,279,0.6743349507451057,4.975499236024916,0
106,55.270157049875706,730,0.1359724996611476,0.11046802857890725,0
107,47.77868864079937,1751,0.3841234162449837,9.136756586376578,0
108,47.96364431199618,62,0.3926060957834125,9.068566232454032,0
109,407.57838789746165,2070,0.856898638419807,0.22308064391836524,1
110,28.5341670087073,183,0.6715348649770022,0.6128810928203166,1
111,20.996017404133454,3880,0.8900998381897808,6.845721565186977,0
112,419.11384421074763,115,0.18805973920971156,4.486441344488412,1
113,164.7066601314582,1242,0.7644650764763355,1.3064762996509671,1
114,97.84784353966825,2867,0.49562654700130226,7.008523826953024,0
115,172.6320542281028,403,0.5429687522351742,4.487596987746656,0
116,8.20694840932265,56,0.5433621715754271,5.056757968850434,0
117,417.8694560704753,54,0.21267085522413254,4.1039678594097495,1
118,244.96024501137435,13137,0.5212005186825991,4.302580084186047,1
119,120.90444480697624,82,0.10256198272109032,6.946960566565394,0
120,73.27642230503261,143,0.8115008719265462,4.010295637417585,1
121,243.9903567119036,7584,0.8212251603603363,9.813014594838023,1
122,338.4366911961697,272,0.5146717343479396,9.558675664011389,0
123,45.55989490961656,1080,0.5585692442953587,5.988354615401477,0
124,85.95301491394639,1413,0.3179844057187438,5.446668572258204,0
125,361.1666599123273,3741,0.2913345392793417,9.98968625208363,0
126,189.11310153151862,2176,0.8771605730056763,1.426450174767524,1
127,32.01344027137384,775,0.16858918853104116,6.678328770212829,0
128,359.1699795690365,1076,0.806341015547514,4.422306607011706,1
129,182.6615964267403,830,0.5874740069732071,5.088375902269036,0
130,99.27052509854548,1963,0.518678884766996,5.111075115855783,0
131,290.1563981140498,1538,0.4746144002303481,1.6487330221571028,1
132,205.1560166440904,106,0.8611101524904371,5.505362753756344,0
133,26.059085855493322,75,0.35079295188188553,3.848396649118513,0
134,343.7719963695854,498,0.5757575944066048,1.8079597782343626,1
135,158.96257046447136,351,0.711422435194254,8.032754913438112,0
136,490.18346666451544,137,0.5813465220853686,9.002203233540058,1
137,2.6777289651799947,869,0.22160878945142032,5.212405018974096,0
138,247.45584492199123,1652,0.7302070107311011,0.6407503690570593,1
139,114.43118464690633,512,0.29947041552513837,4.184202563483268,0
140,311.92624413385056,365,0.48991363607347016,0.19500551279634237,1
141,388.2348369571846,14,0.40018251053988935,8.433749424293637,0
142,285.81022059591487,117,0.332775972224772,0.1984238182194531,1
143,149.78702278761193,974,0.4747787699103356,4.794042066205293,1
144,2.256573592312634,452,0.6162926275283098,7.160720066167414,0
145,402.872144108871,4641,0.5895860651507974,6.679249189328402,1
146,389.24803890264593,252,0.29309688229113817,1.5275120665319264,1
147,17.531058521475643,12,0.39415684379637245,1.3031906890682876,0
148,419.1043487319257,1342,0.4225871315225959,4.136226638220251,1
149,181.66962044150569,121,0.5819083971902729,9.009818811900914,0
150,158.12446029670537,187,0.5470022363588214,9.742503105662763,1
151,69.78165494534187,1047,0.8867285307496786,1.1149256583303213,1
152,165.91381817334332,305,0.32234716266393665,6.503310680855066,0
153,370.9164236348588,203,0.5433439522981643,1.9058889173902571,1
154,189.22442503855564,62,0.5206986598670483,9.531602365896106,1
155,338.74542676401325,299,0.5668032942339778,5.412233411334455,1
156,448.8247969634831,4336,0.24665124379098416,8.2404599734582,0
157,5.437968889484182,498,0.2832344701513648,0.47547571593895555,0
158,20.936237794579938,183,0.3116384845227003,1.3552374811843038,0
159,258.71669032401405,674,0.5447133630514145,8.916996319312602,0
160,291.580628734082,343,0.7930465424433351,7.707915480714291,1
161,379.1039354233071,658,0.8031527813524009,2.9729836108163,1
162,306.1366079095751,3919,0.4692515188828111,0.10722315637394786,1
163,112.04538090829737,365,0.3785087797790766,9.461828123312443,0
164,136.40281804394908,191,0.8417131649330258,2.1564918849617243,0
165,297.8936328073032,68,0.6149751618504524,7.802490494213998,0
166,24.618658350547776,507,0.29709486216306685,4.109427165240049,0
167,446.16337338485755,1869,0.33192807454615836,1.4417370571754873,1
168,297.2139775492251,541,0.2862255092710257,8.178598524536937,0
169,147.55544363800436,62,0.6955043975263835,9.224081055726856,0
170,74.59459202014841,1668,0.639345845207572,6.375195519067347,0
171,302.20888405665755,4506,0.5862732093781233,8.249553686473519,1
172,345.6145536673721,132,0.19836656879633666,7.02286654850468,0
173,437.00740710506216,6327,0.10620219707489015,5.499077318236232,1
174,276.83158992626704,145,0.1288159590214491,0.8173934300430119,0
175,109.19007129129022,1275,0.3535898888483644,7.611155677586794,0
176,247.21695977821946,514,0.10128954760730267,2.390562677755952,1
177,154.95669762068428,54,0.3201173746958375,5.857879414688796,0
178,265.63458145875484,4366,0.41624340731650594,9.11647995468229,0
179,19.557842096779495,1010,0.8965917486697436,1.6031778114847839,0
180,232.21067213825881,41,0.4967752326279879,9.04369937023148,0
181,73.08669432182796,705,0.8205661224201322,0.47660301672294736,1
182,329.6508094868623,118,0.8613588728010655,1.7186612449586391,1
183,472.6298987020273,114,0.17044089250266553,8.366583259776235,0
184,233.90614054328762,705,0.6993090542033316,0.7956752576865256,1
185,159.2206911300309,164,0.4878011420369148,9.138184569310397,0
186,151.95103136217222,33,0.17103364299982787,5.416476889513433,0
187,433.2648312053643,184,0.167019516043365,6.94095355225727,0
188,271.5092745362781,353,0.7138535121455789,2.807841873727739,1
189,199.94090829929337,2096,0.7325901493430138,6.570885665714741,0
190,172.05045966478065,180,0.7725523395463825,5.254107904620469,0
191,454.56833453127183,1144,0.4469233835116029,0.5489252530969679,1
192,495.6138582609128,1090,0.44434444420039654,5.949103441089392,1
193,216.29406551807187,3354,0.31799363736063246,1.878766706213355,1
194,149.18080009217374,409,0.64487797729671,2.0697566121816635,0
195,306.55140252341516,2681,0.12810158748179676,7.501950394362211,1
196,155.29116203356534,76,0.24474920667707922,5.20984900649637,0
197,261.03468601056375,737,0.1473980750888586,1.0120751080103219,1
198,227.4933981001377,160,0.2955356838181615,1.1663480009883642,1
199,157.0665948970709,5294,0.1366343243047595,0.30843694461509585,1
200,57.57768783089705,53,0.7937932565808297,5.505188875831664,0
